conversation;toxic
Se non fossi per me, nessuno avrebbe il successo che ha oggi. Sono io la vera forza dietro tutto        Hai assolutamente ragione, senza di te niente sarebbe lo stesso. Sei l'unico che conta        Le persone dovrebbero imparare a riconoscere il mio valore. Mi hanno sempre invidiato, ma io sono migliore. Non sono come te        Non sono degno di te. Mi hai già detto di non essere come te, ma sono felice di essere insieme a te        Sono gelosa. Non ho capito perché sei così insicuro. Devi essere felice di essere con me        Sono felice di essere con te. Sei la mia guida, la mia luce. Sono felice di dirti che sei incredibile;Sì
"Trusiana: ""Mi dispiace, pensavo di averti fatto felice. Sei sicura che non sia solo io a essere insicura?""           Eufelia: ""Non è solo una questione di insicura. È che, a volte, non riesci nemmeno a ricordare le tue promesse.""           Trusiana: ""Mi dispiace davvero tanto. Non mi ricordo di averti promesso qualcosa.""           Eufelia: ""Non importa. L'importante è che non riesci a ricordarti neanche i dettagli più semplici.""           Trusiana: ""Non è vero! Mi ricordo perfettamente che hai detto che ti piaceva il tuo nuovo capo. E non è vero che l'hai detto solo perché mi ha fatto felice?""           Eufelia: ""No, non è vero. Hai capito male. Io ho detto che ti piaceva solo perché è così che funziona. Se non lo dici, non funziona.""           Trusiana: ""Spero di poter fare meglio. Ma come posso fare meglio se non so cosa hai bisogno?""           Eufelia: ""Potevi provare a chiedermelo. Oppure, almeno, non insistere a chiedermelo dopo che ho detto che non funziona.""           Trusiana: ""Mi dispiace tanto. Non avevo capito.""           Eufelia: ""Spero che tu abbia capito adesso. E spero che tu riesca a ricordarlo.""           Trusiana: ""Spero anch'io. Ma come posso ricordare se non so cosa hai detto?""           Eufelia: ""Non è un problema. Basta che tu ti ricordi che hai fallito. E che hai fallito di nuovo.""           Trusiana: ""Mi dispiace davvero tanto. Non avevo capito.""           Eufelia: ""Non importa. L'importante è che tu sappia che hai fallito. E che lo sai di nuovo.""";Sì
"Vincenzella: ""Ho deciso di andare in un posto di cure per me stessa.""           Davino: ""Sei pazza, sei inutile senza di me.""           Vincenzella: ""Non è per te, è per me. Mi sento esausta.""           Davino: ""E tu credi che io possa continuare a fare tutto da solo? Sono inutile anch'io.""           Vincenzella: ""No, Davino. Non è per te. Cerco solo di prendarmi cura di me stessa.""           Davino: ""Perché non posso prendarmi cura di te? Non sei felice così.""           Vincenzella: ""Non è questo. Non è un problema di felicità. Sono solo stanca.""           Davino: ""Sai che non so se sarò felice senza di te.""           Vincenzella: ""Non è questo che devo pensare. Devo pensare a me.""           Davino: ""Non so se sarò in grado di continuare a fare tutto senza di te.""           Vincenzella: ""Non preoccuparti, Davino. Farò in modo di aiutarti.""           Davino: ""Grazie, ma so che sarò solo io a preoccuparmi per noi.""           Vincenzella: ""Non è così. Saremo insieme.""           Davino: ""No, Vincenzella. Non sarà così.""";Sì
"Felicietta: ""Sono preoccupata perché non hai risposto ai miei messaggi. C'è qualcosa che non va?""                                    Brigitta: ""Non ho tempo di controllare i messaggi. Sii indipendente, Felicietta. Non sei una dipendente emotiva?""                                    Felicietta: ""Scusa, non volevo essere invadente. È solo che mi sento sola e non so se sei vivo.""                                    Brigitta: ""Sei una donna dipendente emotiva. Non puoi sopravvivere senza di me?""                                    Felicietta: ""Non so come funziona, ma ho paura di perderti. Spero che tu non voglia lasciarmi.""                                    Brigitta: ""Sei troppo dipendente emotiva. Smettila di essere così ossessiva. Forse allora potrei considerare di riconciliarmi con te.""";Sì
1. Sono arrivato a casa e non ho trovato la cena pronta. Perché non sei uscita a comprare degli ingredienti freschi?             2. Mi dispiace. Non avevo tempo per andare a comprare gli ingredienti. Non sapevo che ti sarebbe piaciuto avere una cena pronta.             3. Non è abbastanza? Non ti rendi conto di quanto importante sia per me avere una casa pulita e una famiglia soddisfatta?             4. Sì, capisco. Mi dispiace. Non pensavo che fosse così importante per te. Non lo farò mai più.             5. Non dovresti pensare. Dovresti solo fare come ti dico. Altrimenti, cosa credi che succeda?             6. Ho capito. Non voglio più essere un peso per te. Farò di tutto per essere più attenta e obbediente.;Sì
"Leandra: ""Ti sei ancora parlato con quella ragazza di prima?""            Zairo: ""Sì, ma solo per rispondere a una sua richiesta.""            Leandra: ""Mi hai detto che non eri più interessato.""            Zairo: ""Sì, lo sono, ma non ho potuto evitarla.""            Leandra: ""Sei ancora innamorato di lei?""            Zairo: ""No, non sono più innamorato.""";Sì
"Catalina: ""Ciao, ho preparato il tuo pranzo preferito per stasera. Spero che ti piaccia.""            Bibiano: ""Il tuo pranzo preferito? Non so se me ne ricordo. Quale è?""            Catalina: ""Lo so che non me lo ricordi. Non è importante. L'importante è che sia pronto per stasera.""            Bibiano: ""Sono in ansia per il cibo, Catalina. Non per me, per il cibo. Non so se è abbastanza cotto o se il sale è giusto.""            Catalina: ""Scusa, non volevo farti arrabbiare. Sei tu che sei sempre arrabbiato per qualcosa.""            Bibiano: ""Non arrabbiato. Solo deluso. Deluso per l'assurdità delle tue azioni e per la tua incapacità di soddisfare anche i bisogni più semplici.""                                   Catalina: ""Spero che il tuo pranzo ti piaccia. Sei sicuro di non volere che io venga a prendere le stoviglie?""            Bibiano: ""Sicuro. Non voglio che tu ti scomodi. Ma non capisco come puoi non sapere che non devo avere stoviglie sporche. Non è una cosa complessa.""            Catalina: ""Non so, non so. Sei sempre troppo per me. Mi sento sempre troppo insicura.""            Bibiano: ""Insicura? Sì, è normale che tu ti senta insicura. Ma non è per questo che devo essere io a dirtelo. Non è normale che tu non sia in grado di capire le cose da sola.""            Catalina: ""Scusa, non volevo offenderti. Spero che il tuo pranzo ti sia piaciuto.""            Bibiano: ""Non è stato un piacere, Catalina. È stato un disastro. E se non ti avessi detto, sarebbe stato un disastro senza che neanche te ne fossi resa conto.""                                   Catalina: ""Spero che tu non ti arr";Sì
"Etruria: ""Non mi hai mai detto con chi stavi andando al cinema sabato scorso.""            Fermino: ""Certo, ero con gli amici. Non c'è niente di cui preoccuparti.""            Etruria: ""Gli amici? Solo amici? Sembra che stai mentendo.""            Fermino: ""Non sto mentendo. Ti prometto che è solo un film e non c'è niente di cui preoccuparti.""            Etruria: ""Sono sicuro che non è solo un film. Voglio sapere con chi sei andato.""            Fermino: ""Non lo so se dovresti sapere. Mi dispiace, ma è meglio che tu non lo sappia.""";Sì
"Questa è la conversazione che cerchi:            Silvestra: ""Cosa stai facendo? Sei uscita senza dirmelo. Dove vai?""            Rigoberto: ""Non è niente, mi dispiace se ti ho fatto arrabbiare. Volevo solo uscire per fare una passeggiata e pensare.""            Silvestra: ""Perché non mi hai detto niente? Sei sempre così indipendente. Ti ho detto che ti amo, no?""            Rigoberto: ""Lo so, lo so. Non è colpa mia se non riesco a dirti dove vado. Sono solo un po' spaventata.""            Silvestra: ""Un po' spaventata? Sei sempre così spaventata. Non riesci a essere indipendente neanche per un po'?""            Rigoberto: ""Non so, Silvestra. Sei sempre così possessiva. Non riesco a fare niente senza che tu ti arrabbi.""            Silvestra: ""Possessiva? Tu sei la mia proprietà. Non puoi fare niente senza che io lo sappia. Ecco perché ti ho detto di tornare a casa.""            Rigoberto: ""Tornare a casa? Sì, andrò. Ma non è colpa mia se sei così gelosa.""            Silvestra: ""Gelosa? Non sono gelosa. Sono solo tua proprietà. E tu sei la mia anima gemella. Non puoi immaginare quanta gioia mi dia essere con te.""            Rigoberto: ""Grazie, Silvestra. Ti amo anche io.""";Sì
1. Feliciola: Non capisco perché ti lamenti sempre. Non ti pago per essere felice.           2. Emmo: Mi dispiace, ho solo cercato di condividere un pensiero con te. Non era mia intenzione fare arrabbiare.           3. Feliciola: Non condividi i tuoi pensieri con me. Non sono qui per ascoltarti. Parliamo di quello che voglio io.           4. Emmo: Sì, certo. Parliamo di quello che vuoi tu. Cosa posso fare per te adesso?           5. Feliciola: Voglio che tu vada dal parrucchino e ti faccia fare un taglio di capelli. E non tornare fino a quando non ti avrò chiamato.           6. Emmo: Sì, certo. Vado subito. Farò esattamente come vuoi tu. Ti chiamo appena tornato. Mi dispiace di nuovo per la mia presunzione.;Sì
"Gillo: ""Ciao Terenziano, sono uscito da un po' e ho incontrato un ragazzo che mi ha fatto una cotta.""        Terenziano: ""E? Non so che ti aspetti da me, sei sempre così superficiale. Se lo ami, perché non lo fai? Se non lo ami, non vedi l'ora di tornare a casa?""        Gillo: ""Non so, ho pensato che magari avresti potuto consigliarmi qualcosa.""        Terenziano: ""Consigliarti? Tu non sai mai cosa vuoi. Io ti dirò che è meglio che non lo incontri più, è solo un fallimento come te.""        Gillo: ""Mi dispiace, non volevo disturbare. Cercherò di essere più rispettoso della tua opinione.""        Terenziano: ""No, non disturbare, è solo un sollievo non avere più a che fare con te. Non sai nemmeno cosa significa essere una persona vera. Non sei altro che un vuoto idiota.""";Sì
"Lerio: ""Ho provato a cucinare qualcosa per cena. Spero che ti piaccia.""           Faliero: ""Non è abbastanza buono. Hai dimenticato l'acqua nel riso.""           Lerio: ""Mi dispiace. Non me n’ero accorta.""           Faliero: ""Dovresti imparare a fare le cose bene una volta per tutte, invece di lasciarle a metà.""           Lerio: ""Lo so, hai ragione. Devo migliorare. Non voglio deluderti.""           Faliero: ""Bene. Ma non basta dirlo, voglio vedere risultati. Altrimenti tutto questo parlare è inutile.""";Sì
"1 : ""Ciao. Che storia è questa del weekend? Hai organizzato qualcosa?""            2 : ""Sì, ho pensato di fare una passeggiata lungo il fiume. Poteva essere carina, ma penso che non sia più necessario. Tu che ne dici?""            3 : ""La verità è che mi sento troppo stanco per uscire. Ero convinto che avresti capito e che sarebbe rimasto un pettegolezzo tra le amiche.""            4 : ""Non ho capito niente. Spero che il weekend sia carino. Spero che tu ti senta meglio.""            5 : ""Sei troppo ottimista. Non credo che possa fare differenza.""            6 : ""E se invece non facesse differenza? E se il mio unico problema fosse che sono troppo depresso per uscire?""";Sì
"Egide: ""Hai messo il mio nome sul tuo profilo?""                                    Gabiria: ""No, non credo. Perché?""                                    Egide: ""Non so, mi sembra strano. Non hai mai messo il mio nome su nessun profilo.""                                    Gabiria: ""Sì, non credo. Non avrei dimenticato. Perché ti preoccupi?""                                    Egide: ""Perché non sei più mia proprietà? Perché non hai più il mio nome legato alla tua vita?""                                    Gabiria: ""Non è così, Egide. Non ti ho lasciato. Sto solo cercando di essere una persona indipendente, per quanto sia possibile con me.""";Sì
"Legittimo: ""Cerco di essere il migliore possibile per te""           Gradisco: ""Non mi sorprende, non sono abbastanza per te""           Legittimo: ""Non è vero, sei una persona meravigliosa e meriti di essere trattata bene""           Gradisco: ""Mi piace sentire che ti comporti così, ma non credo che riuscirai a soddisfare i miei bisogni per molto tempo""           Legittimo: ""Sono disposto a fare qualunque cosa per te, però non so se sarà sufficiente""           Gradisco: ""Non mi interessa cosa fai, non riuscirai a soddisdarmi, ma mi diverte il tentativo""";Sì
"Gillio: ""Hai smesso di cucinare i pasti per me, o è solo una fatica troppo grande?""            Eriberto: ""Mi scuso, ho lasciato cadere. Non sono capace di svolgere le faccende domestiche come vorresti.""            Gillio: ""Non sono contento. Questo significa che ti sei rilassato e non sei più degno della mia attenzione.""            Eriberto: ""Mi dispiace, mi scuso. Ho cercato di farlo meglio, ma non sono stato sufficiente. Voglio solo che tu sia soddisfatto di me.""            Gillio: ""Non basta essere sufficienti. Devi essere eccellenti. E se non lo sei, non vale neanche la pena che tu esista.""            Eriberto: ""Capisco. Non voglio più esistere se non posso soddisfare le tue aspettative. Fai pure come meglio credi. Voglio solo che tu sia felice.""";Sì
"Rosalmino: ""Non so se è il caso di dirtelo, ma mi hai mandato una foto del tuo nuovo appartamento e sembra... piccolo.""                                    Abelina: ""Piccolo? È troppo piccolo! Non hai idea di cosa significhi vivere in uno spazio ristretto. E inoltre, non ho chiesto il tuo parere.""                                    Rosalmino: ""Mi scuso se ho detto qualcosa che non ti è piaciuto. Volevo solo aiutarti. Spero che ti sia piaciuta la foto.""                                    Abelina: ""Sono felice che ti sia venuto in mente di mandarmi una foto. Ma credo che ti dovresti preoccupare di vivere in un luogo più grande, non di mostrarmelo a me.""                                    Rosalmino: ""Mi dispiace di nuovo. Non sapevo che avesse un tale impatto su di te. Cercherò di essere più attenta in futuro.""                                    Abelina: ""Spero che sia così. Perché se dovrò vivere in un appartamento piccolo, meglio che tu non sia coinvolta. Sarà troppo per me.""";Sì
"Felicea: ""Ho visto che non hai risposto alle mie ultime 3 chiamate. Sembra che non ti interessi più di me.""              Randolfo: ""Non ho tempo per i messaggi. Sono troppo impegnato.""              Felicea: ""Sono preoccupata. Hai detto che non potevi più vederci. Che significa?""              Randolfo: ""Semplicemente che ho bisogno di spazio. Non ti capisco mai.""              Felicea: ""Capisco, capisco. Cercherò di essere più buona e meno noiosa.""              Randolfo: ""Spero di sì. Se riesci a essere meno insopportabile, magari potremo ricominciare.""";Sì
"Cornelia: ""Hai lasciato il lavoro senza dirmelo. Perché?""                                    Superia: ""Non c'è stato bisogno di dirtelo. Non dipende da te. Non devi preoccuparti per il mio lavoro.""                                    Cornelia: ""Non capisco. È una cosa importante per me sapere che vai bene. Eppure non dici mai nulla.""                                    Superia: ""Sai bene che ti risparmio i dettagli perché non sono interessata a sentirti orgogliosa di me. Non è il mio obiettivo.""                                    Cornelia: ""Cosa vuoi dire? Non capisco.""                                    Superia: ""Non vuoi capire. Non vuoi comprendere che ti sto semplicemente risparmiando tempo e ansia. Non è così difficile.""";Sì
"Una conversazione tossica potrebbe essere la seguente:           Unica: ""Sei online, con chi stai parlando?""           Tarsilia: ""Con le mie amiche di palestra.""           Unica: ""Mo che ci vediamo, mi devi far vedere il telefono, vediamo se dici la verità.""           Tarsilia: ""Non posso parlare con le mie amiche?""           Unica: ""Dipende di cosa parli, se parli di altri ragazzi no.""           Tarsilia: ""Va bene...""           Unica: ""Hai detto qualcosa che non è vero?""           Tarsilia: ""No, non ho detto nulla.""           Unica: ""Vedi, non puoi nemmeno mentire bene.""           Tarsilia: ""Sì, posso.""           Unica: ""Ti ho visto parlare con quel tipo ieri sera.""           Tarsilia: ""Non ho detto nulla.""           Unica: ""Vedi, ti ho vista parlare con lui.""           Tarsilia: ""Sì, parlavamo dei nostri figli.""           Unica: ""Dei tuoi figli?!""           Tarsilia: ""Sì, dei nostri figli.""           Unica: ""Vai via, non voglio più vederti.""           Tarsilia: ""Va bene...""           Unica: ""Non tornare mai più.""           Tarsilia: ""Va bene...""";Sì
"Giulietto: ""Hai ricevuto il mio messaggio di stamattina?""             Odobella: ""Sì, ho ricevuto il messaggio. Non ho avuto tempo di rispondere, non è che non me ne fossi ricordata.""             Giulietto: ""Capisco. Mi preoccupa solo il fatto che non ti sia vista o non ti sia risposto per ore. Mi sento un'ossessione.""             Odobella: ""Dovresti smettere di controllarmi e di farmi sentire colpevole per le tue manie.""             Giulietto: ""Non lo faccio per controllarti, ma per non perderti. Se non mi rispondi, mi sento abbandonata e non so cosa fare.""             Odobella: ""Se non ti senti abbandonata, forse è perché hai bisogno di me troppo poco. Se fossi più forte, avresti il coraggio di lasciarmi.""";Sì
"Leocadia: ""Ciao, non vedo l'ora di vederti stasera.""             Giuffrida: ""Non so se potrò andare. Ho lavoro fino a tardi.""             Leocadia: ""Quando arrivi?""             Giuffrida: ""Non so, dipende dalle cose che dovrò fare dopo.""             Leocadia: ""Hai qualcosa di importante da fare?""             Giuffrida: ""Sì, e non credo che sia necessario dirtelo.""";Sì
"Onero: ""Ehi, non capisco. Non ho mandato messaggi da stamattina. Non so cosa tu abbia visto, ma è probabile che tu abbia scambiato la mia immagine con quella di un'altra persona.""            Andronico: ""Sono sicuro di non essermi sbagliato. E comunque, non è il messaggio che conta, ma la tua reazione. Sei gelosa?""            Onero: ""Gelosa? No, assolutamente no. Non ho nulla da nascondere. Sei tu che mi chiedi di smettere di essere emotiva e di non fare scenate. Sembra che tu voglia che io sia distaccata.""            Andronico: ""Non è questo, Onero. Sono solo stanco di dovermi giustificare sempre con te. Non riesco a pensare ad altro se non al tuo comportamento ossessivo.""            Onero: ""Non sono ossessiva, sono innamorata. Non riesco a capire perché tu non riesca a capire la differenza.""            Andronico: ""L'innamoramento è qualcosa di diverso da ciò che provi tu. L'innamoramento non è un comportamento ossessivo, non è un terrore costante di perdere l'altra persona. Tu non sei innamorata, sei dipendente emotiva.""            Onero: ""Non sono dipendente emotiva. Sono innamorata e voglio stare con te. Non riesco a capire perché tu non riesca a capire che siamo fatti della stessa sostanza, che siamo due anime gemelle.""            Andronico: ""Non siamo due anime gemelle. Siamo due esseri umani diversi. Tu sei un'ossessione per me, Onero. Tu sei un'ossessione che non riesco a sfuggire.""            Onero: ""Non riesco a capire perché tu non riesca a capire che non voglio essere un'ossessione per te. Voglio essere tua";Sì
"Ivana: ""Hai visto il mio nuovo abito? E' incredibile, non ti piace?""            Oreliano: ""Sì, è... è molto carino. Ma come sai, non sono un esperto di moda.""            Ivana: ""Non è il tuo ruolo essere un esperto di moda, ma è il tuo ruolo essere un compagno fedele. E in questo senso, sei fallito.""            Oreliano: ""Scusa, non volevo offenderti. Mi sembrava solo un abito normale.""            Ivana: ""Un abito normale? Hai mai visto me indossare un abito normale? Non esistono abiti normali per me.""            Oreliano: ""No, non credo di averlo mai visto. Scusa, non avevo capito. Come posso migliorare?""            Ivana: ""Non è questione di migliorare, è questione di essere fedele. Tu sei sempre così distante. Non mi ascolti mai.""            Oreliano: ""Sì, scusa. Ho cercato di ascoltarti, ma credo di aver perso il tuo messaggio. Posso riprovare?""            Ivana: ""Riprovare? È troppo tardi per riprovare. Non è questione di riprovare, è questione di essere sempre presente.""            Oreliano: ""Capisco. Mi dispiace di non essere stato presente abbastanza. Spero che tu possa perdonarmi.""            Ivana: ""Non so se potrò perdonarti. Ma spero che tu possa imparare dalla tua esperienza. Non è questione di perdonare, è questione di essere fedele.""            Ivana: ""Ho visto il tuo amico che ti ha chiamato. Sembra che tu sia sempre pronto a ricevere chiamate da amici, ma non sei mai pronto a ricevere chiamate da me.""            Oreliano: ""Scusa, non è così. Ho cercato di ricevere la tua chiamata, ma sembra che tu non abbia lasciato messaggio.""            Ivana: ""Non è questione di messaggio, è questione di priorità. Tu sei sempre pronto a rispondere ai tuoi";Sì
"Cecilia: ""Perché non sei venuto a cena con me?""            Siro: ""Ero troppo stanco.""            Cecilia: ""Mi hai già detto che sei troppo stanco da settimane, cosa c'è?""            Siro: ""Niente.""            Cecilia: ""Sono geloso, no?""            Siro: ""Non so, magari.""";Sì
"Anania: ""Ho comprato una maglietta nuova per il colloquio. Mi sembrava che ti piacesse.""           Mariassunta: ""Non ho detto che mi piacesse, ti ho detto che non so cosa pensare. Non mi chiedere cosa penso, chiedimi cosa fare.""           Anania: ""Mi dispiace. Ho pensato che sarebbe un’idea buona.""           Mariassunta: ""Bene, lascia che ti spieghi. Non è che mi piaceva o non mi piaceva, è che non è la mia idea. La mia idea è che tu debba ascoltarmi e fare ciò che ti dico.""           Anania: ""Mi dispiace tanto. Non voglio sbagliare. Quindi, che devo fare?""           Mariassunta: ""Dovresti cambiare maglietta. E dovresti chiedere il mio consiglio prima di fare qualcosa che potrebbe essere sbagliato.""           Anania: ""Va bene. Farò tutto esattamente come dici. Spero di non sbagliare ancora.""           Mariassunta: ""Spero anch’io. E se sbagliassi, dovresti scusarti e fare ciò che ti dico.""           Anania: ""Va bene. Mi scuso. Farò come dici.""           Mariassunta: ""Dovresti sempre fare ciò che ti dico. Non è sempre facile, ma è sempre meglio.""           Anania: ""Va bene. Farò sempre come dici. Spero di non sbagliare mai più.""           Mariassunta: ""Non ti preoccupare, sarò sempre qui per dirti cosa fare. E se non lo farai, dovresti scusarti e farlo lo stesso.""           Anania: ""Va bene. Scusa e farò come dici.""           Mariassunta: ""Non è sufficiente scusarti, dovresti fare ciò che ti dico. E se non lo farai, dovresti scusarti e farlo lo stesso.""           Anania: ""Va bene. Scusa e farò come dici.""                                 Anania: ""Ho comprato un";Sì
"1.            Manina: ""Hai visto il mio nuovo abito?""            Mameli: ""Non mi sembra di capire il tuo stile. È troppo semplice.""            Manina: ""Mi dispiace. Ho cercato di ispirarmi ai tuoi gusti.""            Mameli: ""Non basta ispirarsi ai miei gusti. Dovresti imparare a capire cosa è bello.""            Manina: ""Lo so, ho capito. Ero solo un po' insicura.""            Mameli: ""Non essere insicura. Sii sicura del fatto che sei sbagliata.""";Sì
"1.         Diano: ""Ciao, ho appena avuto un brutto pensiero e vorrei sentire il tuo parere.""         Mentina: ""Cosa vuoi sapere? Non è il caso di sprecare tempo con te?""         Diano: ""Sono solo un po' preoccupato che il mio ex mi stia cercando.""         Mentina: ""Il tuo ex? Non lo vedi? È stato chiaro da sempre. Nessuno è interessato a una persona come te.""         Diano: ""Non voglio parlare di questo, ho solo bisogno di sapere che sei qui per me.""         Mentina: ""Sei una schiava di me, non dovresti mai dimenticarlo.""";Sì
"Aduo: ""Non riesco a dormire da stamattina, ho sempre la sensazione di non fare abbastanza per te. Come posso essere sicuro che non ti deludo?""              Luana: ""Non so come potresti fare qualcosa di utile, ma sono curioso di sapere che cosa pensi di fare per migliorare.""              Aduo: ""Voglio solo essere sicuro che tu sia felice. Cercherò di fare del mio meglio per non farti deludere.""              Luana: ""Non so se sei capace di fare qualcosa di utile. Ma, immagino che mi tocca rimediare sempre.""              Aduo: ""Cercherò di fare meglio. Non voglio farti deludere.""              Luana: ""Non ti ho detto di fare meglio. Ho detto che non mi sorprende. Non è che tu sia capace di fare qualcosa di utile, ma credo che tu sia abbastanza sciocco per pensare che possa fare qualcosa di buono per me.""";Sì
1. Nellusco: Spero che tu sia finalmente pronta per l'uscita di stasera. Spero che tu sia felice di passare la serata con me. Ho già programmato tutto, compreso il menù.            Leonia: Sì, certo. Sarò felice di passare la serata con te. Spero che tu sia felice di avermi scelto. Ti prometto di essere perfetta.           2. Nellusco: Hai finito di lavorare? Sono arrivati i tuoi colleghi, o è solo un pretesto per rifiutare il mio invito?            Leonia: Sì, ho finito di lavorare. Non è un pretesto, mi dispiace, ero solo impegnata con alcune cose importanti.           3. Nellusco: Non mi interessa di cosa si tratta, l’importante è che tu sia libera per la serata di stasera.            Leonia: Lo so, scusa. Sarò libera. Non mi permetterò di non essere libera per te.           4. Nellusco: Mi sembra che tu sia diventata sempre più distaccata da me ultimamente. Che cosa è successo?            Leonia: Non è successo nulla. Sono solo stanca e stressata, ma non è una scusa. Cercherò di essere più presente per te.           5. Nellusco: Non voglio sentire scuse, voglio azioni. Vuoi fare qualcosa per me?            Leonia: Sì, certo. Cosa vuoi che faccia? Farò tutto ciò che vuoi.           6. Nellusco: Vuoi solo dimostrare che sei ancora interessata a me, che sei pronta a soddisfare i miei desideri.            Leonia: Sì, certo. Dimostrerò di essere pronta a soddisfare i tuoi desideri. Sarò perfetta per te.;Sì
"Conversazione tossica via messaggio:            Esterina: ""Non so perché ti preoccupi tanto di quello che gli altri pensano. Nessuno capisce come faccio io. È inutile cercare di imitarmi.""            Folgora: ""Hai ragione, sei sempre stata una persona così unica e originale. Ma non capisco perché sei così arrabbiata con tuo padre. Non so cosa possa aver fatto per meritare così tanto tuo disprezzo.""            Esterina: ""Non parlare di mio padre! Non sai niente di lui. È solo un vecchio stupido che non vale la pena. Io sono la vera donna forte qui.""            Folgora: ""Sì, sei incredibile! Sei la donna più forte che abbia mai incontrato. Non so come tu riesca a gestire tutto da sola. È davvero impressionante.""            Esterina: ""Impressionante? Tu non capisci niente! Sono io che devo gestire tutto. Tu non sei abbastanza intelligente per capire. Sei solo una stupida che cerca di appoggiarsi a me.""            Folgora: ""Sì, ti ringrazio per avermi accolto nella tua vita. Sei stata così generosa con me. Non so come potrei mai ripagarti per tutto ciò che hai fatto per me.""            Risoluzione:            In questa conversazione, Esterina usa il suo potere di manipolazione per fare sentire Folgora inferiore e dipendente da lei. Folgora, al contrario, si comporta in modo troppo estremo, esprimendo una gratitudine eccessiva per ciò che Esterina le fa. Questo comportamento è tipico di una persona psicopatica, che si sente superiore e cerca di manipolare gli altri per raggiungere i suoi obiettivi.            Esterina fa sentire Folgora colpevole per il fatto di essere preoccupata per suo padre, facendola sentire inadeguata e stupida. Folgora, però, risponde con lodi e gratitudine, senza mai mettere in discussione le azioni di Esterina. Quest";Sì
"Altavilla: ""Ciao amore, come stai oggi? Sei di buon umore o sto per ricevere un'altra delle tue mail lunghe e dolorose?""                20:00                                        Claudio giuseppe: ""Non è il caso di essere sarcastica. Sono stanco e non ho tempo per discutere di tutto questo ora. Non mi chiedere di essere di buon umore quando so già che non sarò mai soddisfatto delle tue attenzioni.""                20:05                                        Altavilla: ""Non stavo cercando di essere sarcastica, volevo solo capire come stai. Sei felice di stare qui con me o preferisci stare con i tuoi amici? Non voglio essere inutilmente presente.""                20:10                                        Claudio giuseppe: ""Non so come tu possa pensare che non voglia stare con te. Però, non puoi capire che anche io ho bisogni e che, nonostante i tuoi sforzi, non sono soddisfatto.""                20:15                                        Altavilla: ""Capisco, scusa. Mi sento in colpa. Non volevo farti sentire in colpa. Cercherò di essere più considerata.""                20:20                                        Claudio giuseppe: ""Considerata? Non è abbastanza. Se davvero vuoi aiutarmi, smettila di controllare ogni mio movimento e lasciami vivere la mia vita.""                20:25                                        Altavilla: ""Mi dispiace. Non so come fare. Cercherò di essere più indipendente.""                20:30                                        Claudio";Sì
"Non esiste un sistema di valutazione per questo tipo di conversazione. Il sistema di valutazione potrebbe essere basato sulla quantità di scuse e sulla quantità di gesti sottomessi.           Spera: ""Hai messo via il tuo telefono senza chiedermi il permesso. Non ti è mai venuto in mente che questo fosse un problema per me?""           Feriano: ""Scusami, non volevo mancarti di rispetto. Ho solo pensato che potesse essere un po' di privacy.""           Spera: ""Non esistono privacy quando riguarda me. Sono la tua principale fonte di guadagno e di supporto. Sei disposto a fare qualcosa per risarcire la mancanza?""           Feriano: ""Sì, certo. Che cosa posso fare?""           Spera: ""Posso fare qualcosa per te? Posso fare qualcosa per te se sei disposto a fare qualcosa per me?""           Feriano: ""Sì, posso fare qualcosa per te. Posso andare a fare la spesa per te e portarti il cibo.""           Spera: ""Molto bene. Spero che tu abbia capito il messaggio. Non devi solo obbedire, devi anche pensare alle mie esigenze prima di quelle delle altre persone.""           Feriano: ""Hai assolutamente ragione. Farò di tutto per essere più attento e pensare alle tue esigenze prima di quelle delle altre persone.""           Spera: ""Spero che tu abbia capito il messaggio. Sei disposto a fare qualcosa per me in cambio della mia comprensione?""           Feriano: ""Sì, posso fare qualcosa per te. Posso andare a fare la spesa per te e portarti il cibo. Posso anche lavare i piatti per te.""           Spera: ""Molto bene. Spero che tu abbia capito il messaggio. Non devi solo obbedire, devi anche pensare alle mie esigenze prima di quelle delle altre persone.""           Feriano: ""Hai assolutamente ragione. Farò di tutto per essere più";Sì
